MovieID,UserCount
2858,3428
260,2991
1196,2990
1210,2883
480,2672
2028,2653
589,2649
2571,2590
1270,2583
593,2578
1580,2538
1198,2514
608,2513
2762,2459
110,2443
2396,2369
1197,2318
527,2304
1617,2288
1265,2278
1097,2269
2628,2250
2997,2241
318,2227
858,2223
356,2194
2716,2181
296,2171
1240,2098
1,2077
1214,2024
2916,1996
457,1995
3578,1924
1200,1820
541,1800
2987,1799
1259,1785
50,1783
34,1751
2791,1731
780,1730
3175,1728
1193,1725
919,1718
924,1716
1127,1715
2355,1703
1387,1697
1221,1692
912,1669
1036,1666
1213,1657
1610,1652
377,1650
1291,1628
2000,1627
1136,1599
3114,1585
1307,1568
1704,1548
1721,1546
1968,1539
648,1527
2599,1522
3793,1511
32,1511
2174,1495
2797,1491
2918,1473
2291,1473
590,1451
3471,1451
2959,1451
1374,1448
2683,1434
1394,1434
592,1431
1784,1424
1573,1421
1304,1419
3418,1417
223,1412
380,1400
2706,1389
1225,1382
1584,1382
1527,1377
3481,1373
1923,1371
2699,1367
750,1367
39,1362
21,1356
1393,1353
2804,1352
588,1351
2406,1345
1220,1341
733,1340
1230,1334
3176,1331
1961,1330
3751,1329
1079,1326
908,1315
3408,1315
1073,1313
3623,1313
1356,1310
3527,1297
2700,1269
1219,1263
1247,1261
1089,1259
1544,1255
1222,1254
150,1251
111,1240
3753,1240
2710,1237
2657,1233
357,1233
1206,1229
2985,1229
1094,1229
3147,1222
2640,1222
2395,1220
3421,1207
1517,1205
1641,1199
1278,1193
1252,1185
367,1179
1358,1177
1208,1176
2100,1163
1676,1163
2529,1162
2321,1158
2011,1158
920,1156
2324,1152
2012,1148
1090,1143
47,1137
1500,1136
1370,1135
1954,1129
1673,1128
2194,1127
2115,1127
1376,1126
587,1124
364,1121
3253,1120
3671,1119
1288,1118
923,1116
316,1116
3160,1113
1242,1112
1917,1110
736,1110
1294,1099
3255,1099
1732,1097
3361,1095
1396,1091
2763,1089
1258,1087
2302,1086
3448,1082
1653,1077
1608,1076
1391,1074
2692,1072
2455,1071
3702,1066
3081,1066
2268,1061
595,1060
349,1059
969,1057
3256,1052
904,1050
1234,1049
597,1046
1674,1046
2054,1045
913,1043
2081,1035
3703,1034
11,1033
1377,1031
2890,1021
3755,1013
1028,1011
2001,1011
2968,1010
1101,1010
2617,1007
2407,1006
1682,1005
1372,1001
1233,1001
1266,997
1909,996
551,996
3897,994
329,990
3363,990
1183,989
3052,989
2353,988
539,986
2006,983
3072,982
25,980
2289,978
1408,975
474,972
2105,970
3552,967
1639,966
1552,954
440,948
788,948
1215,945
3108,945
2712,945
1282,943
6,940
1250,938
2336,938
2746,936
2770,935
1276,930
1207,928
36,928
235,927
1375,927
1080,926
1320,925
293,923
70,914
2248,914
1199,913
2470,912
1777,909
1912,908
3555,908
1747,907
903,905
2701,902
3033,899
2947,897
1876,895
10,888
3210,886
1407,886
1997,885
1179,885
3006,884
3499,884
1129,884
1148,882
1035,882
1625,882
1748,874
3174,874
2502,872
3107,869
3699,865
2080,864
1722,862
3082,862
3948,862
3608,861
1953,861
1246,855
2723,853
2915,852
2908,850
2641,846
2369,840
3039,839
3543,839
500,838
2424,838
2352,838
17,835
910,832
1204,831
1645,826
2108,825
165,825
454,824
1201,822
3510,821
1569,820
1380,817
3809,817
1597,811
3526,811
3450,809
2167,809
2393,807
2278,806
2427,803
1285,803
368,802
2193,802
3101,802
2002,802
2058,799
2064,798
1994,795
3354,793
1371,792
3624,791
2694,791
2243,789
2021,789
1060,786
2881,786
3424,781
2671,780
1690,779
2605,777
153,777
2003,776
2023,774
2490,773
2020,773
265,772
2948,771
1302,768
344,766
3104,765
1267,765
3362,765
785,765
594,763
1947,761
161,760
2366,756
3386,756
1513,755
1965,751
899,751
778,751
1092,751
1231,750
2826,750
2391,745
1077,744
3396,744
2872,742
2288,741
1275,741
1663,740
253,738
2094,736
353,734
1249,733
292,733
1333,733
1299,732
3698,730
2871,729
953,729
1729,724
2580,723
3704,722
3489,722
529,720
1466,719
2144,719
1244,718
246,716
2005,716
968,715
2124,714
2160,712
3148,711
2140,710
2944,707
300,705
266,705
1287,704
2359,703
3763,701
2,701
2572,700
1263,700
288,700
2161,699
1235,697
1262,696
2150,695
2145,693
337,693
3868,692
2688,691
3504,688
1088,687
1343,687
1084,686
434,686
16,682
543,682
141,682
104,682
3105,680
1093,680
708,679
1228,677
1188,676
902,676
586,675
2761,674
2405,673
339,673
1339,672
1269,672
1293,671
1918,669
497,667
1831,667
3476,667
3263,667
1485,666
3247,666
2078,664
1883,664
1952,663
231,660
3863,658
555,658
2300,658
3911,657
745,657
2076,654
3638,652
1962,652
208,651
2724,650
2949,646
2294,645
1272,645
3697,643
441,643
317,641
2329,640
442,640
3005,640
95,638
914,636
1960,636
2527,636
1957,634
2707,634
800,630
3535,630
3683,628
1711,628
2664,628
2019,628
3591,628
2273,627
1959,626
3257,626
1805,626
2528,626
2542,625
2616,624
2581,624
24,624
3100,623
2013,622
610,618
2539,616
1203,616
1172,615
852,615
1037,615
1921,613
3785,613
1373,613
2433,612
653,612
3070,611
509,608
1885,608
1562,606
198,605
3301,602
471,599
2371,599
2722,598
2087,594
1256,594
1271,593
3037,591
1292,591
3298,590
3360,590
2018,589
2501,588
3717,584
3740,584
2686,583
3044,583
898,582
2394,579
2333,578
3273,577
1022,577
1019,575
2109,573
466,573
1587,572
866,572
1095,571
112,570
185,569
2478,569
1029,568
1345,567
2662,565
2085,565
2717,565
160,565
2067,564
173,564
832,564
3113,564
673,563
1479,563
1378,562
1186,562
508,561
1296,560
3752,560
3893,559
1253,559
2541,559
3060,558
2792,558
1586,557
2976,557
3252,555
1967,554
151,554
553,553
3435,551
196,550
1321,549
2795,549
3098,548
1357,548
1261,548
3685,545
45,544
3300,542
3479,542
3614,542
1779,541
62,541
2133,541
1284,541
163,540
2046,536
3745,535
3438,534
3524,534
435,533
2598,533
1958,530
552,529
1042,528
1911,527
1032,525
661,525
3020,524
2384,523
2951,522
3095,521
3359,520
3157,520
1945,519
2863,518
342,518
3087,516
350,515
2423,515
2245,514
1248,514
2428,513
3264,512
2096,511
849,511
2642,511
2134,510
3178,509
1956,507
1635,507
1982,506
2469,506
3534,505
2917,504
3701,504
3654,502
838,501
58,501
485,500
1882,499
1476,499
596,498
1590,498
3203,497
2137,497
3317,496
2126,495
3735,495
1834,493
2420,493
2986,493
1589,492
162,491
1907,490
3536,489
3635,487
2841,487
3168,485
628,485
3173,483
1104,483
3267,483
2186,482
1441,481
1212,480
3260,480
2454,480
1059,479
2065,479
3,478
3827,478
562,478
3269,477
247,477
2421,477
524,476
2719,476
1591,475
3441,475
2463,475
1644,475
1405,475
3246,475
1041,474
2912,474
2431,474
1678,474
1223,473
1257,472
1694,471
1894,471
2088,471
922,470
2311,470
345,469
1566,469
2734,466
1680,464
3798,463
2533,463
410,463
1449,462
3334,461
1385,461
3639,461
786,460
2973,460
2735,459
3409,459
7,458
172,458
2313,457
671,456
1120,456
348,455
1717,455
3512,454
3730,453
1254,453
1185,453
3159,453
1274,452
1955,452
1347,451
2788,451
1049,451
180,451
2739,450
3468,450
994,450
515,450
3706,448
2805,448
1792,448
3016,447
3219,447
3358,446
2409,445
2926,445
930,445
2413,443
3545,443
933,443
2687,442
1297,442
647,441
2253,440
720,438
2116,438
3274,438
3916,437
379,436
3791,435
1047,434
1081,434
2450,434
3254,433
144,433
52,431
3869,431
3186,431
2759,430
3261,429
2966,429
372,428
1614,428
802,427
2728,426
1224,426
916,425
2989,425
3285,423
2991,422
2009,422
3744,421
3035,421
2713,421
2335,420
1100,420
3513,420
2840,419
3617,419
2375,418
585,418
303,418
748,417
909,417
494,416
2125,416
724,416
3019,416
2622,415
1171,415
2471,414
955,413
3686,413
2378,413
370,412
333,410
2600,410
2485,410
1350,409
3844,408
1135,407
2648,406
3826,405
1124,405
2141,404
2993,404
926,403
3259,403
29,403
1283,403
1103,402
1892,401
2410,401
2402,401
3551,400
2857,399
1499,399
3185,398
2403,397
951,397
1616,395
2702,395
1620,395
3196,394
3083,394
432,392
1020,392
1409,392
2919,391
2672,391
1801,391
783,390
2690,390
19,389
532,389
3507,389
3952,388
1754,388
2010,388
1888,387
1298,387
105,387
224,386
674,386
928,386
2334,386
784,385
1125,385
2794,385
2990,385
2718,383
272,383
3156,383
954,383
48,382
1411,382
517,382
2053,381
1719,381
2015,380
2398,380
1459,380
3705,380
2414,379
164,379
3068,379
1086,379
22,378
940,378
2808,375
2411,375
3836,375
1061,374
2468,374
520,374
905,374
1301,373
1091,373
2720,373
2565,372
2004,372
1914,372
1078,372
2301,371
1388,370
431,369
1379,369
3618,369
2139,369
1175,368
1556,367
252,367
2110,367
1835,366
3250,366
2247,365
3508,365
2530,365
915,365
3712,365
1944,364
1367,364
1920,364
2118,363
1277,363
168,362
2942,362
1619,362
145,362
1344,361
2082,361
3811,360
2496,360
3525,360
3201,359
2532,358
1245,358
327,358
3397,358
3684,358
60,357
1217,357
2747,356
3088,356
3668,356
2297,355
3505,355
2143,355
216,355
1327,355
3152,354
1518,354
2861,354
1916,354
2416,354
3067,353
1810,353
3633,353
3461,353
3062,352
2146,352
420,352
1238,351
1693,351
1537,350
3451,350
376,350
546,350
468,350
230,349
3927,348
1603,348
1950,348
232,346
2803,346
2950,346
514,346
2112,346
3000,345
2231,345
2779,345
3615,345
1096,344
1027,344
805,344
2340,344
3034,343
900,343
2474,343
3593,342
3398,341
2953,341
2995,341
3053,341
3249,340
3258,339
3688,339
799,338
1334,338
531,338
3770,338
1687,337
492,335
306,334
3155,333
2643,332
2312,331
3452,331
1300,330
2901,330
2390,330
222,329
2827,328
3556,328
3271,328
3071,327
3265,327
236,326
2262,326
3198,325
1243,325
3681,325
2303,325
2376,325
2467,324
880,324
1030,323
3244,322
3528,321
1438,321
170,321
1672,321
2318,320
3494,320
1031,319
1769,319
2819,319
69,319
125,318
2971,317
1974,317
2921,317
1126,317
1268,317
2282,316
3040,315
538,315
3328,314
741,314
2531,312
2401,312
2111,312
475,312
44,311
1303,310
2367,309
1260,308
507,308
3146,308
1594,307
2802,306
3841,306
2867,306
911,306
678,306
1895,306
2513,305
2138,305
3871,305
3462,305
3760,305
3566,304
1688,304
3163,304
2130,304
3802,304
2348,304
3949,304
934,304
2072,303
1381,303
3484,302
2567,302
921,302
1964,302
1702,302
2404,301
2363,301
1845,301
1012,301
535,301
737,300
2346,300
314,300
3189,300
2476,300
1237,299
1884,298
762,298
493,298
3388,298
3355,298
2132,297
1429,297
5,296
1395,295
830,295
412,295
3498,295
3649,295
3007,295
2338,295
2034,295
481,294
2518,294
3308,294
1025,293
3243,293
950,292
942,292
2875,291
2946,291
1009,291
2322,290
1588,289
3316,289
3733,289
1488,288
2153,288
3129,288
2889,287
1033,287
2422,286
534,286
999,286
2750,285
455,285
1286,285
261,285
3812,285
1701,284
3576,284
2456,284
1416,282
2613,281
1422,281
2961,280
2941,280
2764,280
3873,280
2287,280
3467,279
3917,279
616,278
2117,278
1280,277
1147,277
3565,277
2883,277
1017,276
3251,276
3384,276
2093,276
707,275
3629,275
3061,275
3548,274
2412,274
1969,274
1057,274
3429,274
2668,273
319,273
2517,273
861,273
3099,273
2505,272
382,272
3675,271
3477,271
3307,271
971,271
2815,271
383,270
1189,269
3723,269
3501,269
952,269
426,269
1927,268
2059,268
3469,268
361,268
1970,268
355,267
2155,267
3708,267
1354,267
3238,267
1457,266
1295,266
1633,266
2447,266
2524,266
3478,266
2676,266
1480,265
1643,265
2793,265
3366,265
663,264
599,264
3208,264
1833,264
2070,264
2389,264
2822,263
1735,263
428,263
1342,262
2083,262
249,261
3549,260
1873,259
2188,259
2408,259
3145,259
158,259
2457,259
3153,258
373,258
1013,258
237,257
351,257
1264,257
107,256
2114,256
996,256
2022,254
225,254
446,254
101,253
3169,253
965,253
3089,252
1689,252
1963,252
3004,252
3197,251
3439,251
366,251
945,251
1627,250
2906,250
1924,249
2090,249
516,248
3018,248
3821,248
1021,247
2459,247
2772,246
3700,246
3788,246
3819,245
3764,245
3365,245
2121,245
413,245
1218,244
2374,244
3102,244
273,244
307,243
1010,242
41,242
1971,242
1211,242
2120,242
3741,241
3861,241
1227,241
2922,241
2796,240
1541,240
2249,239
362,239
1991,239
2089,239
719,239
2859,239
2240,238
2644,238
1542,238
2135,238
1348,238
2372,238
879,237
836,237
3707,237
1939,236
86,236
1611,236
2316,236
2583,235
3783,235
233,235
2558,235
1015,234
3742,234
3882,234
2122,233
804,233
2232,233
2203,233
281,233
3213,232
3932,232
986,232
1431,232
1007,232
2709,232
1130,231
1205,231
2147,231
1713,231
1772,230
1290,230
2677,230
1178,230
2745,229
89,229
1251,228
450,228
448,228
276,228
1615,227
3516,227
1762,227
1226,226
2279,226
605,226
3179,225
2736,225
1931,225
2379,225
3032,224
73,224
2693,224
3546,223
3930,223
2399,223
3342,223
3074,222
2136,222
3729,222
3444,222
1359,222
2025,221
423,221
2099,221
338,221
1023,221
42,221
1783,220
1132,220
175,220
3430,220
2670,220
3194,220
3814,219
3404,219
207,219
1949,219
2159,219
2553,219
3466,219
1392,219
1683,218
256,218
837,218
2387,217
193,217
2269,217
728,217
1461,216
1340,216
464,216
1131,216
1281,216
611,216
3030,215
1973,215
3426,215
2929,215
2357,215
2123,215
282,215
949,215
2568,214
2907,213
688,213
3111,213
1951,213
2202,213
2097,213
194,213
1799,213
280,212
491,212
1194,212
371,212
3347,212
2877,211
381,211
1821,211
186,211
3422,210
1727,210
3682,210
1389,210
3394,210
322,209
1064,209
1191,209
417,208
3093,208
3852,208
2606,207
537,207
1752,206
3754,206
3022,206
542,206
3097,206
931,206
2163,206
3928,206
2392,205
1946,205
176,205
3204,204
798,204
3296,203
533,203
203,203
204,203
405,203
2236,202
519,202
308,202
3248,202
2142,201
2259,201
2344,201
2729,201
1734,201
3825,201
3270,200
3125,200
1665,200
2033,200
1972,200
3910,200
2866,199
3519,199
3676,199
3420,199
2107,199
2574,199
3801,199
2806,199
1976,199
2208,199
2439,198
2038,198
1966,198
1173,198
1753,198
1948,198
1862,198
2102,197
2380,196
2171,196
218,195
3135,195
3724,195
477,195
1983,195
2266,195
85,194
122,194
3066,194
1279,194
1099,194
1648,194
2042,193
2473,193
2870,193
407,193
88,192
3515,192
2176,191
3766,191
3029,190
3324,190
1760,190
188,190
3769,190
918,189
1866,189
1649,189
818,189
2551,189
2615,189
1446,189
2373,189
2448,189
932,189
1353,188
3440,188
3521,188
947,188
157,187
906,187
2320,187
429,187
938,187
2731,187
2252,186
2091,186
2952,186
3831,186
2752,185
2891,185
2106,185
3710,185
490,185
3786,184
2052,183
2060,183
891,183
374,183
2550,183
2377,183
94,182
3693,182
1289,182
3877,182
1995,182
3594,182
1515,181
147,181
2504,181
1785,180
2014,180
3326,180
3926,180
2429,180
3646,180
28,179
2331,179
512,179
2183,179
2520,179
415,179
3598,179
1660,179
3896,179
3268,179
76,178
504,178
3835,178
550,178
3500,177
1848,177
3341,177
3090,177
2162,177
3834,176
3538,176
482,176
2453,176
1730,176
3299,176
2549,175
3412,175
1066,175
574,175
2263,175
742,174
3036,174
1346,174
901,174
2381,174
3387,173
2328,173
1209,173
3200,172
262,172
1858,172
1975,171
2771,171
3272,171
2071,171
2560,171
3773,171
943,171
765,171
2497,170
1128,170
4,170
277,170
991,170
540,169
1977,169
1034,169
3606,169
2546,169
2730,169
1425,168
1806,168
154,168
290,168
239,168
1414,168
3177,168
3483,168
3918,167
2349,167
3506,167
1913,167
2206,167
1797,167
81,166
2148,166
3167,166
43,166
427,166
2846,166
46,166
2789,165
3784,165
3634,165
3134,165
1875,164
2879,164
2852,164
2902,164
1083,164
195,164
2555,164
2092,163
2836,163
3181,163
3262,163
2506,163
2639,163
2633,162
1487,162
1401,162
2787,162
1593,162
2017,162
2261,161
332,161
2026,161
3051,161
3024,161
3190,161
946,161
2936,161
2900,161
12,160
3325,160
20,160
2798,160
2442,160
1840,160
2943,160
3550,160
215,160
1361,159
289,158
1150,158
2043,158
2361,158
2829,157
3392,157
3660,157
549,157
18,157
1016,156
419,156
3789,156
848,156
2540,156
3672,156
1445,156
1699,155
3529,155
502,155
3480,155
3078,155
1082,154
2077,154
3266,154
1707,154
2525,153
714,153
14,153
315,153
511,152
438,152
892,152
842,151
473,151
3364,151
3771,151
1794,151
2382,150
330,149
2383,149
3011,149
3653,149
518,149
3727,148
3728,148
2732,148
1453,148
2816,148
3747,148
2024,148
3865,147
2315,147
2119,147
234,147
1177,147
1187,147
3929,147
2184,147
1273,146
1050,146
15,146
2385,146
2432,146
1474,146
2611,146
1464,145
2041,145
2935,145
3079,145
782,145
